Section 6.1 — Linear diffusion
-158.7543938245505
-242.3433124797018
-158.48921855423765
-121.79238221677642
-137.70217320430294
-137.2046841442976
-75.41043004917825
-78.28206177935364
-97.48447938952205
-75.93072481669184
-79.52724173160286
-71.20966194168483
-86.67393315187435
-75.03164660524622
-78.91124515092545
-70.50646959170702
-45.895638524172576
-51.68066408804125
-53.55531686165148
-50.37087274434518
-45.57692077018037
-40.31045162499
-40.17337679388983
-37.629258837079256
-37.245867373628506
-38.93661933058728
-39.45292462954061
-62.00142602617522
-62.953627874939954
-59.26426005470487
-61.490832200555566
-60.18200132783913
-59.811483775564284
-56.97496783210863
-57.6539006772389
-58.53096667489929
-53.23722181505449
-52.95398238701441
-54.5029703850192
-50.5528395159475
-50.757312042970696
-53.55675397149987
-52.06509708311377
-54.404766484790024
-54.165654611276594
-51.434221095165086
-54.97244602090082
-51.969121939135256
-54.5418287732007
-54.356584438442155
-53.96671977626064
-51.95141347041888
-58.70243427362908
-51.90048780293083
-53.064126444614985
-55.33507583529681
-56.25416533099384
-53.108978649305996
-54.4349442316406
-48.451463503978076
-55.029671444360545
-54.079375601093865
-52.53100422791416
-55.3394752417488
-51.467515117679355
-59.498150603383564
-53.708519255393504
-52.801888153442654
-51.08158498841812
-55.40662753530887
-54.76873133750521
-55.89591262077492
-55.389782784950754
-55.742717707092154
-52.726861739513694
-40.47234313599339
-41.47816826779894
-40.14114204215821
-38.74174238603622
-42.218734706453326
-41.23240217058314
-37.38002821598185
-42.828430073499874
-38.910059907240644
-40.398236674805815
-40.85004386744438
-40.72378385424866
-38.58696926607919
-43.18787103914382
-38.237921009472075
-39.59828839944662
-37.22346063117668
-38.74177220382926
-37.37329813809171
-39.07562832661874
-36.17844088017379
-39.13798173138825
-38.905291708732996
-39.27165461774683
-38.0936336668806
-38.4319530339629
-35.363681934284266
-40.537121281562634
-36.739247116078566
-36.892850081293965
-37.43016402031278
-37.328312263073435
-42.4973558168799
-38.880057498068815
-40.523421840973015
-38.99406422744305
-37.300385750664674
-37.98115295988776
-38.21375942557289
-37.4652237796006
-37.62891166640834
-37.31044641688009
-39.1725179638616
-36.65919264966011
-35.43930987292481
-36.52404650731454
-39.79583026623401
-36.95268572261641
-50.098916620135704
-50.11404698735027
-46.9547611827477
-49.63515446229178
-51.83280464762513
-49.68361654395888
-47.911904950936936
-50.85952401557892
-47.94818122420001
-50.81532774683323
-47.08328527433248
-49.77189349737375
-51.29049530585401
-50.20800124684665
-52.884020429177916
-51.2221620198477
-50.15307639337089
-50.6102868981775
